id,ec_number
202,3.10.1
203,3.11.1
204,3.13.1
205,3.2.1
206,3.2.2
207,3.3.-
208,3.3.1
209,3.3.2
210,3.4.-
211,3.4.11
212,3.4.13
213,3.4.14
214,3.4.15
215,3.4.16
216,3.4.17
217,3.4.19
218,3.4.21
219,3.4.22
220,3.4.23
221,3.4.24
222,3.4.25
223,3.5.-
224,3.5.1
225,3.5.2
226,3.5.3
227,3.5.4
228,3.5.5
229,3.5.99
230,3.6.1
231,3.6.2
232,3.6.3
233,3.6.4
234,3.6.5
235,3.7.1
236,3.8.1
237,3.9.1
238,4.1.-
239,4.1.1
240,4.1.2
241,4.1.3
242,4.1.99
243,4.2.-
244,4.2.1
245,4.2.2
246,4.2.3
247,4.2.99
248,4.3.-
249,4.3.1
250,4.3.2
251,4.3.3
252,4.3.99
253,4.4.1
254,4.5.1
255,4.6.1
256,4.7.1
257,4.99.1
258,5.1.-
259,5.1.1
260,5.1.2
261,5.1.3
262,5.1.99
263,5.2.-
264,5.2.1
265,5.3.-
266,5.3.1
267,5.3.2
268,5.3.3
269,5.3.4
270,5.3.99
271,5.4.-
272,5.4.1
273,5.4.2
274,5.4.3
275,5.4.4
276,5.4.99
277,5.5.1
278,5.6.1
279,5.99.-
280,5.99.1
281,6.1.-
282,6.1.1
283,6.1.2
284,6.1.3
285,6.2.-
286,6.2.1
287,6.2.2
288,6.3.-
289,6.3.1
290,6.3.2
291,6.3.3
292,6.3.4
293,6.3.5
294,6.4.1
295,6.5.1
296,6.6.1
297,7.1.1
298,7.1.2
299,7.1.3
300,7.2.1
301,7.2.2
302,7.2.4
303,7.3.2
304,7.4.2
305,7.5.2
306,7.6.1
307,7.6.2
308,1.14.14.1
309,1.14.12.11
310,1.14.12.12
311,1.14.13.84
312,1.14.15.30
313,1.14.13.5
314,1.14.13.40
315,1.14.13.50
316,1.14.13.25
317,1.14.15.4
318,1.14.18.8
319,1.14.14.86
320,1.14.13.8
321,1.14.14.165
322,1.14.13.128
323,1.14.14.21
324,1.14.13.22
325,1.14.14.45
326,1.14.12.1
327,1.14.12.18
328,1.14.16.6
329,1.14.15.35
330,1.14.13.105
331,1.14.13.101
332,1.14.13.33
333,1.14.14.16
334,1.14.12.10
335,1.14.18.1
336,1.14.13.241
337,1.14.13.24
338,1.14.14.24
339,1.14.18.12
340,1.14.14.11
341,1.14.14.43
342,1.14.14.121
343,1.14.12.24
344,1.14.14.20
345,1.14.13.38
346,1.14.14.162
347,1.14.16.2
348,1.14.15.9
349,1.14.14.32
350,1.14.16.1
351,1.14.16.5
352,1.14.13.1
353,1.14.14.82
354,1.14.13.10
355,1.14.14.76
356,1.14.13.69
357,1.14.15.37
358,1.14.14.81
359,1.14.13.178
360,1.14.13.154
361,1.14.18.3
362,1.14.14.130
363,1.14.13.64
364,1.14.13.231
365,1.14.14.9
366,1.14.13.249
367,1.14.14.150
368,1.14.14.5
369,1.14.14.30
370,1.14.14.91
371,1.14.13.122
372,1.14.15.20
373,1.14.13.236
374,1.14.16.4
375,1.14.13.30
376,1.14.13.135
377,1.14.15.1
378,1.14.14.108
379,1.14.13.218
380,1.14.12.17
381,1.14.14.17
382,1.14.18.5
383,1.14.13.2
384,1.14.14.80
385,1.14.13.29
386,1.14.14.18
387,1.14.13.43
388,1.14.13.92
389,1.14.13.59
390,1.14.14.55
391,1.14.13.181
392,1.14.12.15
393,1.14.17.1
394,1.14.13.167
395,1.14.14.79
396,1.14.15.25
397,1.14.14.44
398,1.14.14.78
399,1.14.16.7
400,1.14.13.131
401,1.14.14.83
402,1.14.14.56
403,1.14.12.13
404,1.14.15.34
405,1.14.14.57
406,1.14.13.245
407,1.14.17.3
408,1.14.13.239
409,1.14.14.28
410,1.14.15.18
411,1.14.13.27
412,1.14.13.146
413,1.14.14.38
414,1.14.13.171
415,1.14.14.93
416,1.14.14.126
417,1.14.14.3
418,1.14.13.222
419,1.14.15.26
420,1.14.13.44
421,1.14.13.242
422,1.14.12.9
423,1.14.13.70
424,1.14.13.16
425,1.14.14.12
426,1.14.14.10
427,1.14.13.20
428,1.14.14.22
429,1.14.14.154
430,1.14.13.148
431,1.14.15.22
432,1.14.13.243
433,1.14.13.9
434,1.14.13.7
435,1.14.15.36
436,1.14.13.238
437,1.14.14.51
438,1.14.13.187
439,1.14.14.87
440,1.14.14.176
441,1.14.13.39
442,1.14.13.15
443,1.14.13.95
444,1.14.13.19
445,1.14.14.8
446,1.14.14.106
447,1.14.14.33
448,1.14.14.114
449,1.14.18.10
450,1.14.12.25
451,1.14.12.3
452,1.14.13.14
453,1.14.13.251
454,1.14.13.226
455,1.14.14.41
456,1.14.14.173
457,1.14.13.211
458,1.14.13.107
459,1.14.13.155
460,1.14.15.29
461,1.14.14.88
462,1.14.12.16
463,1.14.14.94
464,1.14.13.113
465,1.14.14.149
466,1.14.14.105
467,1.14.12.22
468,1.14.15.16
469,1.14.13.230
470,1.14.13.32
471,1.14.12.14
472,1.14.12.26
473,1.14.14.115
474,1.14.15.17
475,1.14.13.67
476,1.14.15.3
477,1.14.15.15
478,1.14.13.200
479,1.14.14.42
480,1.14.13.23
481,1.14.15.27
482,1.14.14.157
483,1.14.13.229
484,1.14.14.69
485,1.14.13.246
486,1.14.14.92
487,1.14.14.125
488,1.14.14.107
489,1.14.18.4
490,1.14.14.98
491,1.14.13.81
492,1.14.14.155
493,1.14.13.196
494,1.14.14.168
495,1.14.13.161
496,1.14.13.18
497,1.14.13.189
498,1.14.14.137
499,1.14.14.164
500,1.14.14.34
501,1.14.18.9
502,1.14.13.82
503,1.14.15.6
504,1.14.13.147
505,1.14.13.72
506,1.14.15.31
507,1.14.15.33
508,1.14.14.156
509,1.14.13.182
510,1.14.14.133
511,1.14.15.24
512,1.14.13.61
513,1.14.14.141
514,1.14.14.116
515,1.14.14.36
516,1.14.14.167
517,1.14.14.48
518,1.14.15.19
519,1.14.13.179
520,1.14.14.37
521,1.14.14.145
522,1.14.13.83
523,1.14.13.224
524,1.14.18.2
525,1.14.13.210
526,1.14.13.227
527,1.14.15.8
528,1.14.13.62
529,1.14.15.21
530,1.14.14.52
531,1.14.16.3
532,1.14.14.53
533,1.14.14.31
534,1.14.14.111
535,1.14.13.31
536,1.14.14.135
537,1.14.13.6
538,1.14.14.144
539,1.14.14.72
540,1.14.17.4
541,1.14.14.103
542,1.14.13.228
543,1.14.14.170
544,1.14.13.212
545,1.14.14.143
546,1.14.14.84
547,1.14.14.64
548,1.14.14.147
549,1.14.15.7
550,1.14.13.54
551,1.14.13.172
552,1.14.15.38
553,1.14.14.104
554,1.14.13.163
555,1.14.13.219
556,1.14.14.110
557,1.14.14.50
558,1.14.18.11
559,1.14.13.100
560,1.14.13.58
561,1.14.13.232
562,1.14.13.195
563,1.14.13.209
564,1.14.13.51
565,1.14.12.8
566,1.14.12.19
567,1.14.14.95
568,1.14.12.23
569,1.14.14.23
570,1.14.14.136
571,1.14.14.58
572,1.14.14.39
573,1.14.14.124
574,1.14.14.29
575,1.14.14.70
576,1.14.13.66
577,1.14.13.160
578,1.14.14.96
579,1.14.14.152
580,1.14.14.49
581,1.14.14.97
582,1.14.14.19
583,1.14.15.28
584,1.14.13.208
585,1.14.13.244
586,1.14.13.234
587,1.14.13.215
588,1.14.15.23
589,1.14.13.220
590,1.14.18.6
591,1.14.13.237
592,1.14.13.217
593,1.14.14.40
594,1.14.14.25
595,1.14.15.5
596,1.14.14.160
597,1.14.13.166
598,1.14.13.149
599,1.14.13.63
600,1.14.13.248
601,1.14.14.169
602,1.14.14.161
603,1.14.15.11
604,1.14.14.71
605,1.14.13.168
606,1.14.14.77
607,1.14.14.151
608,1.14.13.106
609,1.14.13.111
610,1.14.14.132
611,1.14.13.233
612,1.14.13.17
613,1.14.13.35
614,1.14.14.166
615,1.14.14.134
616,1.14.14.128
617,1.14.14.109
618,1.14.13.4
619,1.14.13.13
620,1.14.14.99
621,1.14.13.46
622,1.14.13.216
623,1.14.14.89
624,1.14.14.119
625,1.14.14.153
626,1.14.13.34
627,1.14.13.180
628,1.14.15.14
629,1.14.14.74
630,1.14.14.59
631,1.14.14.129
632,1.14.14.158
633,1.14.14.90
634,1.14.14.67
635,1.14.13.126
636,1.14.12.7
637,1.14.13.98
638,1.14.13.127
639,1.14.13.114
640,1.14.14.54
641,1.14.14.159
642,1.14.14.112
643,1.14.14.75
644,1.14.14.131
645,1.14.14.117
646,1.14.14.123
647,1.14.14.68
648,1.14.13.247
649,1.14.14.172
650,1.14.14.139
651,1.14.14.120
652,1.14.13.153
653,1.14.14.63
654,1.14.14.163
655,1.14.14.148
656,1.14.14.60
657,1.14.13.235
658,1.14.14.35
659,1.14.13.240
660,1.14.14.61
661,1.14.14.101
662,1.14.13.130
663,1.14.14.175
664,1.14.14.113
665,1.14.14.26
666,1.14.14.142
667,1.14.14.85
668,1.14.14.118
669,1.14.13.159
670,1.14.13.97
671,1.14.14.65
672,1.14.14.171
673,1.14.15.13
674,1.14.13.80
675,1.14.14.73
676,1.14.14.122
677,1.14.13.250
678,1.14.14.127
679,1.14.14.181
680,1.14.13.170
681,1.14.14.27
682,1.14.14.66
683,1.14.14.100
684,1.14.15.32
685,1.14.13.99
686,1.14.14.174
687,1.14.15.39
688,1.14.14.102
689,1.14.14.146
690,1.14.14.138
691,1.14.13.132
