id,ec_number
202,3.10.1
203,3.11.1
204,3.13.1
205,3.2.1
206,3.2.2
207,3.3.-
208,3.3.1
209,3.3.2
210,3.4.-
211,3.4.11
212,3.4.13
213,3.4.14
214,3.4.15
215,3.4.16
216,3.4.17
217,3.4.19
218,3.4.21
219,3.4.22
220,3.4.23
221,3.4.24
222,3.4.25
223,3.5.-
224,3.5.1
225,3.5.2
226,3.5.3
227,3.5.4
228,3.5.5
229,3.5.99
230,3.6.1
231,3.6.2
232,3.6.3
233,3.6.4
234,3.6.5
235,3.7.1
236,3.8.1
237,3.9.1
238,4.1.-
239,4.1.1
240,4.1.2
241,4.1.3
242,4.1.99
243,4.2.-
244,4.2.1
245,4.2.2
246,4.2.3
247,4.2.99
248,4.3.-
249,4.3.1
250,4.3.2
251,4.3.3
252,4.3.99
253,4.4.1
254,4.5.1
255,4.6.1
256,4.7.1
257,4.99.1
258,5.1.-
259,5.1.1
260,5.1.2
261,5.1.3
262,5.1.99
263,5.2.-
264,5.2.1
265,5.3.-
266,5.3.1
267,5.3.2
268,5.3.3
269,5.3.4
270,5.3.99
271,5.4.-
272,5.4.1
273,5.4.2
274,5.4.3
275,5.4.4
276,5.4.99
277,5.5.1
278,5.6.1
279,5.99.-
280,5.99.1
281,6.1.-
282,6.1.1
283,6.1.2
284,6.1.3
285,6.2.-
286,6.2.1
287,6.2.2
288,6.3.-
289,6.3.1
290,6.3.2
291,6.3.3
292,6.3.4
293,6.3.5
294,6.4.1
295,6.5.1
296,6.6.1
297,7.1.1
298,7.1.2
299,7.1.3
300,7.2.1
301,7.2.2
302,7.2.4
303,7.3.2
304,7.4.2
305,7.5.2
306,7.6.1
307,7.6.2
308,1.14.11.11
309,1.1.3.13
310,1.13.11.31
311,1.12.99.6
312,1.10.5.1
313,1.1.99.18
314,1.14.11.55
315,1.13.11.34
316,1.13.12.5
317,1.1.3.39
318,1.11.1.10
319,1.13.12.16
320,1.1.99.30
321,1.1.3.9
322,1.13.12.7
323,1.10.3.3
324,1.14.11.13
325,1.1.2.10
326,1.1.3.15
327,1.1.3.6
328,1.1.3.49
329,1.13.11.3
330,1.11.1.9
331,1.14.11.73
332,1.1.9.1
333,1.1.3.46
334,1.11.1.7
335,1.1.5.7
336,1.1.5.3
337,1.14.11.17
338,1.11.1.14
339,1.13.11.55
340,1.1.5.2
341,1.10.3.6
342,1.14.11.18
343,1.1.98.5
344,1.1.99.11
345,1.1.3.29
346,1.13.11.61
347,1.11.1.6
348,1.10.3.1
349,1.1.3.5
350,1.10.3.2
351,1.14.11.33
352,1.14.11.12
353,1.1.3.7
354,1.14.11.41
355,1.14.11.32
356,1.11.1.8
357,1.14.11.2
358,1.11.2.2
359,1.1.99.32
360,1.1.5.5
361,1.11.1.24
362,1.1.3.4
363,1.11.1.13
364,1.1.3.38
365,1.11.2.1
366,1.1.3.18
367,1.1.3.16
368,1.13.11.17
369,1.11.1.11
370,1.13.11.12
371,1.1.99.35
372,1.13.11.86
373,1.13.11.15
374,1.13.11.68
375,1.13.11.63
376,1.13.11.25
377,1.1.3.40
378,1.13.11.18
379,1.11.1.21
380,1.11.1.5
381,1.10.3.17
382,1.10.3.11
383,1.11.1.12
384,1.1.2.9
385,1.13.11.33
386,1.14.11.6
387,1.11.2.6
388,1.1.99.1
389,1.1.98.4
390,1.1.3.30
391,1.13.11.14
392,1.13.11.1
393,1.13.12.13
394,1.1.99.6
395,1.11.1.27
396,1.13.11.41
397,1.11.1.26
398,1.13.12.3
399,1.1.3.47
400,1.13.11.9
401,1.14.11.25
402,1.13.11.62
403,1.13.11.27
404,1.1.99.22
405,1.11.1.20
406,1.1.3.10
407,1.14.11.77
408,1.1.3.20
409,1.13.11.24
410,1.1.2.3
411,1.14.11.3
412,1.1.3.28
413,1.13.11.20
414,1.1.99.29
415,1.13.11.11
416,1.11.2.3
417,1.1.3.2
418,1.11.1.18
419,1.1.99.13
420,1.1.2.7
421,1.13.11.52
422,1.13.11.81
423,1.13.11.16
424,1.1.5.9
425,1.14.11.24
426,1.13.11.71
427,1.10.3.9
428,1.13.12.15
429,1.1.99.9
430,1.11.1.19
431,1.1.2.4
432,1.13.11.47
433,1.1.3.45
434,1.13.11.4
435,1.13.11.39
436,1.10.3.16
437,1.13.11.73
438,1.1.98.6
439,1.13.11.40
440,1.13.11.58
441,1.13.11.72
442,1.1.99.31
443,1.13.11.57
444,1.1.99.2
445,1.13.12.6
446,1.13.12.1
447,1.13.11.54
448,1.12.1.2
449,1.13.12.8
450,1.13.11.60
451,1.14.11.15
452,1.1.99.28
453,1.13.11.83
454,1.1.3.17
455,1.12.98.1
456,1.14.11.9
457,1.14.11.66
458,1.12.1.3
459,1.1.5.13
460,1.13.12.2
461,1.13.11.26
462,1.1.99.7
463,1.13.11.2
464,1.14.11.10
465,1.13.12.19
466,1.1.3.41
467,1.14.11.21
468,1.14.11.45
469,1.14.11.1
470,1.1.99.21
471,1.13.11.92
472,1.13.11.49
473,1.13.11.37
474,1.13.11.6
475,1.1.7.1
476,1.10.3.5
477,1.12.98.2
478,1.13.11.51
479,1.1.99.38
480,1.1.2.2
481,1.13.12.9
482,1.10.3.15
483,1.13.11.65
484,1.14.11.31
485,1.1.5.4
486,1.14.11.4
487,1.1.3.11
488,1.14.11.53
489,1.14.11.57
490,1.14.11.59
491,1.12.98.4
492,1.13.11.75
493,1.13.11.8
494,1.1.99.24
495,1.12.7.2
496,1.13.11.79
497,1.13.11.28
498,1.14.11.60
499,1.1.5.12
500,1.1.99.42
501,1.13.11.88
502,1.1.5.8
503,1.13.12.22
504,1.1.99.36
505,1.1.99.40
506,1.13.11.45
507,1.1.99.27
508,1.13.11.5
509,1.1.3.37
510,1.1.2.8
511,1.13.11.48
512,1.13.11.74
513,1.12.1.4
514,1.1.3.50
515,1.13.11.29
516,1.14.11.72
517,1.13.11.30
518,1.13.11.36
519,1.13.11.19
520,1.13.12.23
521,1.13.11.67
522,1.11.1.16
523,1.1.3.8
524,1.13.11.84
525,1.1.98.2
526,1.14.11.46
527,1.14.11.8
528,1.1.3.14
529,1.14.11.7
530,1.13.11.46
531,1.13.99.1
532,1.14.11.43
533,1.13.99.3
534,1.14.11.56
535,1.13.11.90
536,1.13.11.66
537,1.14.11.26
538,1.1.3.23
539,1.14.11.44
540,1.13.11.64
541,1.12.2.1
542,1.14.11.29
543,1.1.99.14
544,1.13.11.77
545,1.14.11.39
546,1.1.3.21
547,1.13.11.50
548,1.1.3.12
549,1.13.12.18
550,1.12.98.3
551,1.14.11.40
552,1.14.11.65
553,1.1.4.1
554,1.1.98.7
555,1.13.11.59
556,1.13.11.70
557,1.11.1.1
558,1.14.11.37
559,1.12.5.1
560,1.1.98.3
561,1.1.99.12
562,1.14.11.27
563,1.14.11.64
564,1.11.1.2
565,1.13.11.85
566,1.11.1.23
567,1.13.11.53
568,1.13.11.93
569,1.13.11.89
570,1.14.11.69
571,1.1.5.10
572,1.14.11.16
573,1.10.1.1
574,1.13.11.38
575,1.13.12.24
576,1.1.3.48
577,1.1.2.5
578,1.14.11.67
579,1.10.3.4
580,1.14.11.48
581,1.14.11.20
582,1.14.11.70
583,1.11.1.28
584,1.11.2.5
585,1.14.11.36
586,1.14.11.52
587,1.13.11.23
588,1.13.11.80
589,1.14.11.28
590,1.1.3.42
591,1.13.11.56
592,1.14.11.76
593,1.12.1.5
594,1.10.2.1
595,1.1.99.3
596,1.1.99.39
597,1.11.2.4
598,1.11.1.3
599,1.13.11.69
600,1.13.12.4
601,1.1.5.14
602,1.14.11.71
603,1.1.3.19
604,1.14.11.81
605,1.13.11.10
606,1.13.12.17
607,1.14.11.47
608,1.1.3.43
609,1.14.11.38
610,1.13.12.21
611,1.13.11.76
612,1.1.3.27
613,1.13.12.20
614,1.13.11.91
615,1.14.11.35
616,1.14.11.62
617,1.14.11.74
618,1.14.11.61
619,1.11.1.17
620,1.13.11.35
621,1.1.99.20
622,1.14.11.82
623,1.1.99.41
624,1.10.2.2
625,1.13.11.87
626,1.1.3.44
627,1.14.11.49
628,1.13.11.43
629,1.13.11.78
630,1.14.11.75
631,1.1.5.11
632,1.1.99.4
633,1.14.11.68
634,1.13.11.82
635,1.13.11.22
636,1.1.99.37
