id,ec_number
202,3.10.1
203,3.11.1
204,3.13.1
205,3.2.1
206,3.2.2
207,3.3.-
208,3.3.1
209,3.3.2
210,3.4.-
211,3.4.11
212,3.4.13
213,3.4.14
214,3.4.15
215,3.4.16
216,3.4.17
217,3.4.19
218,3.4.21
219,3.4.22
220,3.4.23
221,3.4.24
222,3.4.25
223,3.5.-
224,3.5.1
225,3.5.2
226,3.5.3
227,3.5.4
228,3.5.5
229,3.5.99
230,3.6.1
231,3.6.2
232,3.6.3
233,3.6.4
234,3.6.5
235,3.7.1
236,3.8.1
237,3.9.1
238,4.1.-
239,4.1.1
240,4.1.2
241,4.1.3
242,4.1.99
243,4.2.-
244,4.2.1
245,4.2.2
246,4.2.3
247,4.2.99
248,4.3.-
249,4.3.1
250,4.3.2
251,4.3.3
252,4.3.99
253,4.4.1
254,4.5.1
255,4.6.1
256,4.7.1
257,4.99.1
258,5.1.-
259,5.1.1
260,5.1.2
261,5.1.3
262,5.1.99
263,5.2.-
264,5.2.1
265,5.3.-
266,5.3.1
267,5.3.2
268,5.3.3
269,5.3.4
270,5.3.99
271,5.4.-
272,5.4.1
273,5.4.2
274,5.4.3
275,5.4.4
276,5.4.99
277,5.5.1
278,5.6.1
279,5.99.-
280,5.99.1
281,6.1.-
282,6.1.1
283,6.1.2
284,6.1.3
285,6.2.-
286,6.2.1
287,6.2.2
288,6.3.-
289,6.3.1
290,6.3.2
291,6.3.3
292,6.3.4
293,6.3.5
294,6.4.1
295,6.5.1
296,6.6.1
297,7.1.1
298,7.1.2
299,7.1.3
300,7.2.1
301,7.2.2
302,7.2.4
303,7.3.2
304,7.4.2
305,7.5.2
306,7.6.1
307,7.6.2
308,7.6.2.2
309,7.4.2.1
310,7.2.2.12
311,7.6.2.4
312,7.4.2.6
313,7.6.2.3
314,7.4.2.5
315,7.6.2.5
316,7.2.2.1
317,7.6.2.1
318,7.2.2.16
319,7.2.2.13
320,7.3.2.4
321,7.3.2.1
322,7.3.2.6
323,7.2.2.19
324,7.6.2.6
325,7.4.2.2
326,7.2.2.14
327,7.2.2.3
328,7.4.2.10
329,7.4.2.7
330,7.2.2.8
331,7.6.2.7
332,7.2.4.2
333,7.2.2.10
334,7.6.2.9
335,7.5.2.7
336,7.2.2.9
337,7.5.2.6
338,7.2.2.18
339,7.3.2.7
340,7.5.2.2
341,7.3.2.3
342,7.6.2.11
343,7.5.2.3
344,7.2.4.5
345,7.6.2.10
346,7.6.2.8
347,7.2.2.21
348,7.5.2.12
349,7.2.2.2
350,7.5.2.5
351,7.2.2.5
352,7.2.2.17
353,7.5.2.1
354,7.4.2.3
355,7.2.2.7
356,7.4.2.8
357,7.2.2.6
358,7.2.2.11
359,7.3.2.5
360,7.3.2.2
361,7.2.4.4
362,7.2.4.3
363,7.4.2.4
364,7.2.2.15
365,7.2.2.4
