id,ec_number
202,3.10.1
203,3.11.1
204,3.13.1
205,3.2.1
206,3.2.2
207,3.3.-
208,3.3.1
209,3.3.2
210,3.4.-
211,3.4.11
212,3.4.13
213,3.4.14
214,3.4.15
215,3.4.16
216,3.4.17
217,3.4.19
218,3.4.21
219,3.4.22
220,3.4.23
221,3.4.24
222,3.4.25
223,3.5.-
224,3.5.1
225,3.5.2
226,3.5.3
227,3.5.4
228,3.5.5
229,3.5.99
230,3.6.1
231,3.6.2
232,3.6.3
233,3.6.4
234,3.6.5
235,3.7.1
236,3.8.1
237,3.9.1
238,4.1.-
239,4.1.1
240,4.1.2
241,4.1.3
242,4.1.99
243,4.2.-
244,4.2.1
245,4.2.2
246,4.2.3
247,4.2.99
248,4.3.-
249,4.3.1
250,4.3.2
251,4.3.3
252,4.3.99
253,4.4.1
254,4.5.1
255,4.6.1
256,4.7.1
257,4.99.1
258,5.1.-
259,5.1.1
260,5.1.2
261,5.1.3
262,5.1.99
263,5.2.-
264,5.2.1
265,5.3.-
266,5.3.1
267,5.3.2
268,5.3.3
269,5.3.4
270,5.3.99
271,5.4.-
272,5.4.1
273,5.4.2
274,5.4.3
275,5.4.4
276,5.4.99
277,5.5.1
278,5.6.1
279,5.99.-
280,5.99.1
281,6.1.-
282,6.1.1
283,6.1.2
284,6.1.3
285,6.2.-
286,6.2.1
287,6.2.2
288,6.3.-
289,6.3.1
290,6.3.2
291,6.3.3
292,6.3.4
293,6.3.5
294,6.4.1
295,6.5.1
296,6.6.1
297,7.1.1
298,7.1.2
299,7.1.3
300,7.2.1
301,7.2.2
302,7.2.4
303,7.3.2
304,7.4.2
305,7.5.2
306,7.6.1
307,7.6.2
308,1.8.5.4
309,1.3.5.4
310,1.3.5.3
311,1.4.1.3
312,1.5.1.5
313,1.4.3.3
314,1.4.3.14
315,1.8.1.2
316,1.6.5.5
317,1.6.2.6
318,1.4.3.19
319,1.7.2.3
320,1.4.3.12
321,1.7.1.10
322,1.4.1.12
323,1.5.1.12
324,1.3.7.2
325,1.3.5.2
326,1.5.1.32
327,1.4.1.20
328,1.7.2.1
329,1.8.1.4
330,1.4.3.1
331,1.5.4.1
332,1.6.5.10
333,1.4.3.2
334,1.5.3.17
335,1.5.1.33
336,1.5.98.1
337,1.7.1.16
338,1.5.1.34
339,1.8.1.9
340,1.7.5.1
341,1.5.99.12
342,1.4.3.11
343,1.5.1.1
344,1.8.3.1
345,1.4.1.9
346,1.4.3.26
347,1.7.6.1
348,1.4.1.5
349,1.6.2.4
350,1.6.5.2
351,1.8.4.12
352,1.5.1.3
353,1.5.1.37
354,1.4.1.1
355,1.3.7.7
356,1.5.3.18
357,1.5.1.42
358,1.7.2.5
359,1.5.3.16
360,1.8.1.15
361,1.3.98.3
362,1.5.1.20
363,1.8.5.1
364,1.4.1.2
365,1.3.8.2
366,1.4.3.10
367,1.4.3.5
368,1.5.3.1
369,1.3.7.11
370,1.7.1.6
371,1.3.8.1
372,1.8.2.4
373,1.7.3.1
374,1.4.99.6
375,1.3.8.8
376,1.7.1.1
377,1.5.99.13
378,1.8.1.8
379,1.3.99.4
380,1.5.99.6
381,1.4.3.4
382,1.3.5.5
383,1.6.5.6
384,1.5.8.2
385,1.5.3.5
386,1.4.1.23
387,1.5.1.41
388,1.3.8.7
389,1.3.5.1
390,1.5.3.24
391,1.8.5.7
392,1.5.5.3
393,1.5.1.8
394,1.8.4.11
395,1.8.5.3
396,1.8.7.1
397,1.8.99.2
398,1.5.7.1
399,1.6.5.9
400,1.8.3.2
401,1.6.1.1
402,1.5.1.10
403,1.7.1.17
404,1.3.7.13
405,1.5.3.13
406,1.5.1.30
407,1.7.1.5
408,1.3.5.6
409,1.4.3.21
410,1.5.1.25
411,1.7.2.2
412,1.5.1.21
413,1.5.1.48
414,1.7.2.6
415,1.4.1.16
416,1.4.1.21
417,1.6.3.1
418,1.5.1.28
419,1.4.1.19
420,1.4.3.8
421,1.3.7.14
422,1.8.2.3
423,1.5.1.22
424,1.8.1.7
425,1.9.6.1
426,1.7.3.6
427,1.4.9.2
428,1.3.7.1
429,1.8.1.21
430,1.3.7.5
431,1.7.1.13
432,1.7.2.8
433,1.3.98.4
434,1.4.3.22
435,1.7.1.9
436,1.3.7.4
437,1.5.1.11
438,1.5.98.3
439,1.4.3.16
440,1.8.1.16
441,1.8.1.12
442,1.6.1.2
443,1.5.1.23
444,1.4.1.8
445,1.4.1.25
446,1.3.7.3
447,1.8.3.3
448,1.5.1.36
449,1.5.1.38
450,1.4.1.17
451,1.3.7.6
452,1.3.99.5
453,1.6.3.5
454,1.4.1.18
455,1.4.7.1
456,1.3.98.5
457,1.3.99.32
458,1.4.1.15
459,1.8.2.2
460,1.7.1.14
461,1.4.4.2
462,1.5.1.39
463,1.5.1.7
464,1.4.9.1
465,1.7.7.1
466,1.3.99.16
467,1.5.3.2
468,1.6.99.1
469,1.5.1.40
470,1.8.98.5
471,1.4.3.25
472,1.5.99.5
473,1.8.1.10
474,1.8.3.5
475,1.5.1.19
476,1.4.1.4
477,1.5.1.15
478,1.3.7.8
479,1.7.1.12
480,1.5.3.15
481,1.8.1.13
482,1.8.2.7
483,1.4.5.1
484,1.7.3.3
485,1.8.1.17
486,1.5.98.2
487,1.5.3.12
488,1.4.3.20
489,1.3.99.6
490,1.5.1.43
491,1.8.1.5
492,1.4.3.7
493,1.5.8.4
494,1.3.99.17
495,1.4.1.24
496,1.8.1.6
497,1.6.5.4
498,1.8.5.8
499,1.6.1.3
500,1.3.8.10
501,1.5.3.14
502,1.5.3.21
503,1.5.1.24
504,1.4.1.14
505,1.8.98.1
506,1.5.1.2
507,1.5.3.6
508,1.8.4.9
509,1.7.1.3
510,1.6.2.2
511,1.5.8.3
512,1.7.7.2
513,1.5.1.6
514,1.8.1.11
515,1.3.8.6
516,1.7.99.1
517,1.5.5.2
518,1.6.3.2
519,1.7.2.4
520,1.4.3.13
521,1.5.99.4
522,1.3.99.27
523,1.4.2.2
524,1.5.1.16
525,1.3.8.4
526,1.3.98.1
527,1.8.3.4
528,1.4.1.13
529,1.3.99.14
530,1.7.1.4
531,1.5.99.15
532,1.8.98.6
533,1.5.1.47
534,1.8.4.14
535,1.8.4.3
536,1.8.98.7
537,1.5.3.19
538,1.5.1.31
539,1.5.1.18
540,1.5.7.2
541,1.3.7.12
542,1.5.3.22
543,1.4.3.15
544,1.3.99.3
545,1.5.3.7
546,1.4.1.11
547,1.7.1.2
548,1.8.4.13
549,1.8.4.4
550,1.6.2.5
551,1.4.3.24
552,1.3.8.13
553,1.5.1.44
554,1.5.1.51
555,1.5.1.17
556,1.8.7.2
557,1.4.3.6
558,1.7.1.11
559,1.4.2.1
560,1.4.1.28
561,1.5.1.50
562,1.5.1.9
563,1.6.3.4
564,1.8.1.14
565,1.8.7.3
566,1.5.1.46
567,1.5.3.4
568,1.6.3.3
569,1.3.8.17
570,1.5.1.49
571,1.8.1.3
572,1.3.99.28
573,1.8.1.18
574,1.4.1.10
575,1.7.5.2
576,1.6.5.12
577,1.8.4.10
578,1.8.5.2
579,1.7.1.7
580,1.5.8.1
581,1.6.5.7
582,1.4.99.2
583,1.5.3.23
584,1.4.1.27
585,1.8.1.20
586,1.5.1.26
587,1.4.1.7
588,1.4.1.26
589,1.3.98.6
590,1.8.3.6
591,1.5.1.53
592,1.3.99.33
593,1.5.1.29
594,1.8.98.3
595,1.4.99.5
596,1.8.2.5
597,1.8.4.1
598,1.5.1.45
599,1.4.3.23
600,1.3.7.15
601,1.7.2.9
602,1.9.98.1
603,1.7.3.2
604,1.7.3.5
605,1.7.2.7
606,1.8.1.19
607,1.3.99.31
608,1.3.8.3
609,1.8.5.5
610,1.9.3.1
611,1.5.3.10
612,1.5.1.54
613,1.5.3.25
614,1.5.99.8
615,1.8.4.2
616,1.3.99.29
617,1.8.99.5
618,1.7.1.15
619,1.3.8.16
620,1.5.1.27
621,1.4.2.3
622,1.5.3.11
623,1.5.1.52
624,1.8.2.1
625,1.3.4.1
626,1.5.99.14
627,1.3.8.9
628,1.5.7.3
629,1.8.4.8
630,1.6.1.4
631,1.3.99.24
632,1.8.5.6
633,1.8.98.4
634,1.3.8.5
635,1.5.3.26
636,1.4.3.27
637,1.3.8.11
638,1.6.5.3
639,1.5.99.3
